id,asset,year,rep_period,time_block_start,time_block_end,solution
1323,FR_Battery,2030,1,5,6,4060.4759741907965
1324,FR_Battery,2030,1,7,8,2537.4482453271776
1325,FR_Battery,2030,1,9,10,1289.4483847598312
1326,FR_Battery,2030,1,11,12,0.0
1327,FR_Battery,2030,1,13,14,0.0
1328,FR_Battery,2030,1,15,16,3987.7197233023708
1329,FR_Battery,2030,1,17,18,3987.7197233023708
1330,FR_Battery,2030,1,19,20,3987.7197233023708
1331,FR_Battery,2030,1,21,22,0.0
1332,FR_Battery,2030,1,23,24,0.0
1333,FR_Battery,2030,2,1,2,3987.7197233023708
1334,FR_Battery,2030,2,3,4,3987.7197233023708
1335,FR_Battery,2030,2,5,6,3987.7197233023708
1336,FR_Battery,2030,2,7,8,3987.7197233023708
1337,FR_Battery,2030,2,9,10,3987.7197233023708
1338,FR_Battery,2030,2,11,12,0.0
1339,FR_Battery,2030,2,13,14,72.75625088842571
1340,FR_Battery,2030,2,15,16,4060.4759741907965
1341,FR_Battery,2030,2,17,18,4060.4759741907965
1342,FR_Battery,2030,2,19,20,72.75625088842571
1343,FR_Battery,2030,2,21,22,0.0
1344,FR_Battery,2030,2,23,24,0.0
1345,FR_Battery,2030,3,1,2,3987.7197233023708
1346,FR_Battery,2030,3,3,4,3987.7197233023708
1347,FR_Battery,2030,3,5,6,3987.7197233023708
1348,FR_Battery,2030,3,7,8,3987.7197233023708
1349,FR_Battery,2030,3,9,10,3987.7197233023708
1350,FR_Battery,2030,3,11,12,4060.4759741907965
1351,FR_Battery,2030,3,13,14,4060.4759741907965
1352,FR_Battery,2030,3,15,16,3700.1862994000858
1353,FR_Battery,2030,3,17,18,324.7440194257465
1354,FR_Battery,2030,3,19,20,3987.7197233023708
1355,FR_Battery,2030,3,21,22,0.0
1356,FR_Battery,2030,3,23,24,0.0
1357,FR_Battery,2030,4,1,2,3987.7197233023708
1358,FR_Battery,2030,4,3,4,3987.7197233023708
1359,FR_Battery,2030,4,5,6,3987.7197233023708
1360,FR_Battery,2030,4,7,8,3987.7197233023708
1361,FR_Battery,2030,4,9,10,3987.7197233023708
1362,FR_Battery,2030,4,11,12,3987.7197233023708
1363,FR_Battery,2030,4,13,14,3987.7197233023708
1364,FR_Battery,2030,4,15,16,3987.7197233023708
1365,FR_Battery,2030,4,17,18,3987.7197233023708
1366,FR_Battery,2030,4,19,20,4060.4759741907965
1367,FR_Battery,2030,4,21,22,700.5107520726742
1368,FR_Battery,2030,4,23,24,0.0
1369,FR_Battery,2030,5,1,2,0.0
1370,FR_Battery,2030,5,3,4,0.0
1371,FR_Battery,2030,5,5,6,0.0
1372,FR_Battery,2030,5,7,8,0.0
1373,FR_Battery,2030,5,9,10,0.0
1374,FR_Battery,2030,5,11,12,0.0
1375,FR_Battery,2030,5,13,14,0.0
1376,FR_Battery,2030,5,15,16,0.0
1377,FR_Battery,2030,5,17,18,0.0
1378,FR_Battery,2030,5,19,20,0.0
1379,FR_Battery,2030,5,21,22,0.0
1380,FR_Battery,2030,5,23,24,0.0
1381,FR_Battery,2030,6,1,2,3987.7197233023708
1382,FR_Battery,2030,6,3,4,3987.7197233023708
1383,FR_Battery,2030,6,5,6,3987.7197233023708
1384,FR_Battery,2030,6,7,8,3987.7197233023708
1385,FR_Battery,2030,6,9,10,0.0
1386,FR_Battery,2030,6,11,12,0.0
1387,FR_Battery,2030,6,13,14,0.0
1388,FR_Battery,2030,6,15,16,0.0
1389,FR_Battery,2030,6,17,18,2287.7330451901917
1390,FR_Battery,2030,6,19,20,2287.7330451901917
1391,FR_Battery,2030,6,21,22,142.2616214218724
1392,FR_Battery,2030,6,23,24,0.0
1393,FR_Battery,2030,7,1,2,3987.7197233023708
1394,FR_Battery,2030,7,3,4,4060.4759741907965
1395,FR_Battery,2030,7,5,6,4060.4759741907965
1396,FR_Battery,2030,7,7,8,4060.4759741907965
1397,FR_Battery,2030,7,9,10,3983.91735190048
1398,FR_Battery,2030,7,11,12,0.0
1399,FR_Battery,2030,7,13,14,0.0
1400,FR_Battery,2030,7,15,16,3987.7197233023708
1401,FR_Battery,2030,7,17,18,4060.4759741907965
1402,FR_Battery,2030,7,19,20,3987.7197233023708
1403,FR_Battery,2030,7,21,22,0.0
1404,FR_Battery,2030,7,23,24,0.0
1405,FR_Battery,2030,8,1,2,1995.5129699339177
1406,FR_Battery,2030,8,3,4,1995.5129699339177
1407,FR_Battery,2030,8,5,6,1995.5129699339177
1408,FR_Battery,2030,8,7,8,1995.5129699339177
1409,FR_Battery,2030,8,9,10,1995.5129699339177
1410,FR_Battery,2030,8,11,12,1995.5129699339177
1411,FR_Battery,2030,8,13,14,1995.5129699339177
1412,FR_Battery,2030,8,15,16,1995.5129699339177
1413,FR_Battery,2030,8,17,18,1995.5129699339177
1414,FR_Battery,2030,8,19,20,1995.5129699339177
1415,FR_Battery,2030,8,21,22,0.0
1416,FR_Battery,2030,8,23,24,0.0
1417,FR_Battery,2030,9,1,2,3987.7197233023708
1418,FR_Battery,2030,9,3,4,4060.4759741907965
1419,FR_Battery,2030,9,5,6,4060.4759741907965
1420,FR_Battery,2030,9,7,8,4060.4759741907965
1421,FR_Battery,2030,9,9,10,4060.4759741907965
1422,FR_Battery,2030,9,11,12,4060.4759741907965
1423,FR_Battery,2030,9,13,14,4060.4759741907965
1424,FR_Battery,2030,9,15,16,4060.4759741907965
1425,FR_Battery,2030,9,17,18,4060.4759741907965
1426,FR_Battery,2030,9,19,20,3987.7197233023708
1427,FR_Battery,2030,9,21,22,0.0
1428,FR_Battery,2030,9,23,24,0.0
1429,FR_Battery,2030,10,1,2,0.0
1430,FR_Battery,2030,10,3,4,3987.7197233023708
1431,FR_Battery,2030,10,5,6,4060.4759741907965
1432,FR_Battery,2030,10,7,8,72.75625088842571
1433,FR_Battery,2030,10,9,10,0.0
1434,FR_Battery,2030,10,11,12,7.473846237626276
1435,FR_Battery,2030,10,13,14,0.0
1436,FR_Battery,2030,10,15,16,3987.7197233023708
1437,FR_Battery,2030,10,17,18,1679.5432639448672
1438,FR_Battery,2030,10,19,20,2935.2762158069345
1439,FR_Battery,2030,10,21,22,0.0
1440,FR_Battery,2030,10,23,24,0.0
1441,GR_Battery,2030,1,1,2,0.0
1442,GR_Battery,2030,1,3,4,176.36029479588456
1443,GR_Battery,2030,1,5,6,176.36029479588456
1444,GR_Battery,2030,1,7,8,0.0
1445,GR_Battery,2030,1,9,10,0.0
1446,GR_Battery,2030,1,11,12,113.64581741699652
1447,GR_Battery,2030,1,13,14,0.0
1448,GR_Battery,2030,1,15,16,176.36029479588456
1449,GR_Battery,2030,1,17,18,176.36029479588456
